,movie_name,num_ratings,avg_rating
950,"Mask, The (1994)",129,3.193798449612403
212,Bound (1996),129,3.8217054263565893
1321,Shine (1996),129,3.9224806201550386
598,"Ghost and the Darkness, The (1996)",128,3.203125
505,Father of the Bride Part II (1995),128,2.8984375
348,Crash (1996),128,2.546875
846,"Last of the Mohicans, The (1992)",128,3.546875
1356,Some Like It Hot (1959),128,3.984375
1043,Natural Born Killers (1994),128,2.953125
954,Maverick (1994),128,3.46875
1399,Stargate (1994),127,3.141732283464567
15,Absolute Power (1997),127,3.37007874015748
1066,Nikita (La Femme Nikita) (1990),127,4.0078740157480315
713,"Hunchback of Notre Dame, The (1996)",127,3.377952755905512
471,Event Horizon (1997),127,2.574803149606299
1157,Platoon (1986),127,3.6929133858267718
770,James and the Giant Peach (1996),126,3.126984126984127
767,Jackie Brown (1997),126,3.642857142857143
321,Cold Comfort Farm (1995),125,3.824
3,12 Angry Men (1957),125,4.344
889,Lost Highway (1997),125,3.136
1027,My Fair Lady (1964),125,3.816
59,Amistad (1997),124,3.8548387096774195
43,Alien: Resurrection (1997),124,3.096774193548387
677,Henry V (1989),124,4.137096774193548
153,Ben-Hur (1959),124,3.8306451612903225
635,"Great Escape, The (1963)",124,4.104838709677419
1559,Under Siege (1992),124,3.2903225806451615
443,Dumbo (1941),123,3.4959349593495936
206,Bonnie and Clyde (1967),122,3.819672131147541
301,Cinema Paradiso (1988),121,4.1735537190082646
815,"Killing Fields, The (1984)",121,4.132231404958677
658,Harold and Maude (1971),121,3.8181818181818183
270,Carrie (1976),121,3.5041322314049586
922,"Magnificent Seven, The (1954)",121,3.9421487603305785
1032,My Left Foot (1989),121,3.8512396694214877
223,Bram Stoker's Dracula (1992),120,3.158333333333333
1048,"Net, The (1995)",120,3.0083333333333333
399,"Deer Hunter, The (1978)",120,3.8333333333333335
971,Michael (1996),119,3.319327731092437
1213,Real Genius (1985),119,3.6638655462184873
362,"Crying Game, The (1992)",119,3.6218487394957983
1652,"Wrong Trousers, The (1993)",118,4.466101694915254
825,Kolya (1996),117,3.9914529914529915
1396,Star Trek: The Motion Picture (1979),117,3.034188034188034
696,Hoop Dreams (1994),117,4.094017094017094
1204,Raging Bull (1980),116,4.120689655172414
1395,Star Trek: Generations (1994),116,3.336206896551724
150,Being There (1979),116,3.9051724137931036
94,Army of Darkness (1993),116,3.4310344827586206
140,Beautiful Girls (1996),115,3.391304347826087
97,Arsenic and Old Lace (1944),115,4.078260869565217
567,"Frighteners, The (1996)",115,3.234782608695652
1613,What's Eating Gilbert Grape (1993),115,3.5391304347826087
1155,Pink Floyd - The Wall (1982),114,3.3508771929824563
133,Batman Forever (1995),114,2.6666666666666665
1261,Rosewood (1997),114,3.6666666666666665
453,"Edge, The (1997)",113,3.5398230088495577
1609,Welcome to the Dollhouse (1995),112,3.7232142857142856
98,As Good As It Gets (1997),112,4.196428571428571
1101,One Fine Day (1996),112,3.232142857142857
318,"Close Shave, A (1995)",112,4.491071428571429
1064,"Nightmare on Elm Street, A (1984)",111,3.171171171171171
24,"Adventures of Priscilla, Queen of the Desert, The (1994)",111,3.5945945945945947
711,"Hudsucker Proxy, The (1994)",110,3.5545454545454547
2,101 Dalmatians (1996),109,2.908256880733945
1513,Tombstone (1993),108,3.6666666666666665
729,"Ice Storm, The (1997)",108,3.611111111111111
328,Conan the Barbarian (1981),107,3.046728971962617
1632,William Shakespeare's Romeo and Juliet (1996),106,3.5943396226415096
255,"Cable Guy, The (1996)",106,2.339622641509434
1096,On Golden Pond (1981),106,3.556603773584906
1285,Scream 2 (1997),106,3.2169811320754715
1008,Mr. Smith Goes to Washington (1939),105,4.123809523809523
347,"Craft, The (1996)",104,3.1153846153846154
1534,True Romance (1993),104,3.6153846153846154
1113,Outbreak (1995),104,3.2403846153846154
1416,Strictly Ballroom (1992),104,4.028846153846154
1148,"Philadelphia Story, The (1940)",104,4.115384615384615
17,Ace Ventura: Pet Detective (1994),103,3.0485436893203883
741,In the Name of the Father (1993),102,3.911764705882353
1603,Waterworld (1995),102,2.803921568627451
876,Little Women (1994),102,3.676470588235294
154,Benny & Joon (1993),102,3.4607843137254903
1658,Young Guns (1988),101,3.207920792079208
127,Basic Instinct (1992),101,3.227722772277228
1304,"Sex, Lies, and Videotape (1989)",101,3.4752475247524752
431,Down Periscope (1996),101,2.702970297029703
984,Miracle on 34th Street (1994),101,3.722772277227723
1156,Pinocchio (1940),101,3.6732673267326734
982,Mimic (1997),101,2.742574257425743
1182,Private Parts (1997),100,3.53
42,Alien 3 (1992),100,2.83
721,I Know What You Did Last Summer (1997),100,3.06
1023,Muriel's Wedding (1994),100,3.55
57,"American Werewolf in London, An (1981)",99,3.5353535353535355
1256,Romy and Michele's High School Reunion (1997),98,3.061224489795918
419,Dirty Dancing (1987),98,3.1020408163265305
1415,"Streetcar Named Desire, A (1951)",98,3.816326530612245
382,"Day the Earth Stood Still, The (1951)",97,3.9381443298969074
406,Desperado (1995),97,3.4536082474226806
1379,"Spitfire Grill, The (1996)",97,3.804123711340206
314,"Client, The (1994)",97,3.381443298969072
309,"City of Lost Children, The (1995)",96,3.7916666666666665
518,Fierce Creatures (1997),96,3.1145833333333335
1011,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",96,3.9479166666666665
792,Jumanji (1995),96,3.3125
1352,So I Married an Axe Murderer (1993),95,3.0526315789473686
229,Breakfast at Tiffany's (1961),95,3.7263157894736842
953,Matilda (1996),95,3.210526315789474
1034,My Life as a Dog (Mitt liv som hund) (1985),93,3.978494623655914
1366,Space Jam (1996),93,2.774193548387097
441,Duck Soup (1933),93,4.0
315,Cliffhanger (1993),93,3.021505376344086
5,2 Days in the Valley (1996),93,3.225806451612903
1581,"Very Brady Sequel, A (1996)",93,2.3978494623655915
1246,Rob Roy (1995),92,3.5652173913043477
993,Money Talks (1997),92,2.8152173913043477
1235,"Return of the Pink Panther, The (1974)",92,3.5543478260869565
1558,"Unbearable Lightness of Being, The (1988)",92,3.4565217391304346
402,Demolition Man (1993),92,3.152173913043478
972,Michael Collins (1996),92,3.4565217391304346
569,From Dusk Till Dawn (1996),92,3.119565217391304
274,Casino (1995),91,3.6483516483516483
465,Escape from New York (1981),91,3.241758241758242
464,Escape from L.A. (1996),91,2.4615384615384617
136,Bean (1997),91,2.659340659340659
919,"Madness of King George, The (1994)",91,3.769230769230769
937,Manhattan (1979),91,3.769230769230769
1260,Rosencrantz and Guildenstern Are Dead (1990),90,3.888888888888889
1071,Nixon (1995),90,3.1222222222222222
651,Hamlet (1996),90,4.011111111111111
1217,Rebel Without a Cause (1955),90,3.8555555555555556
553,Four Rooms (1995),90,3.033333333333333
475,Evil Dead II (1987),89,3.5168539325842696
640,"Grifters, The (1990)",89,3.4831460674157304
1238,Richard III (1995),89,3.831460674157303
1488,"Three Musketeers, The (1993)",89,3.303370786516854
981,Miller's Crossing (1990),89,3.651685393258427
682,High Noon (1952),88,4.1022727272727275
766,"Jackal, The (1997)",87,3.1494252873563218
1410,Strange Days (1995),87,3.264367816091954
20,Addams Family Values (1993),87,2.8160919540229883
1504,To Die For (1995),87,3.2758620689655173
526,First Knight (1995),86,3.0232558139534884
139,"Beautician and the Beast, The (1997)",86,2.313953488372093
245,Bullets Over Broadway (1994),86,3.7209302325581395
261,Cape Fear (1962),86,3.5232558139534884
1031,My Fellow Americans (1996),86,3.1627906976744184
341,Copycat (1995),86,3.302325581395349
1570,Up Close and Personal (1996),85,3.1882352941176473
793,"Jungle Book, The (1994)",85,3.5647058823529414
200,Bob Roberts (1992),85,3.7411764705882353
1095,"Omen, The (1976)",85,3.388235294117647
1623,White Squall (1996),85,3.4
562,French Kiss (1995),84,3.3333333333333335
1019,Muppet Treasure Island (1996),84,2.761904761904762
96,"Arrival, The (1996)",83,3.036144578313253
1485,Three Colors: Red (1994),83,4.0602409638554215
798,"Juror, The (1996)",82,2.817073170731707
1017,Mulholland Falls (1996),82,2.8780487804878048
336,"Cook the Thief His Wife & Her Lover, The (1989)",82,3.024390243902439
1361,Somewhere in Time (1980),82,3.426829268292683
1337,Sleeper (1973),82,3.6341463414634148
1445,"Sword in the Stone, The (1963)",82,3.3292682926829267
1276,"Santa Clause, The (1994)",82,3.097560975609756
857,Legends of the Fall (1994),81,3.45679012345679
40,Alice in Wonderland (1951),81,3.6666666666666665
1044,Nell (1994),81,3.4814814814814814
360,Crumb (1994),81,3.7901234567901234
1152,Picture Perfect (1997),81,2.962962962962963
759,It Happened One Night (1934),81,4.012345679012346
728,I.Q. (1994),81,3.3209876543209877
1527,"Treasure of the Sierra Madre, The (1948)",80,4.1
448,Eat Drink Man Woman (1994),80,4.05
288,Chain Reaction (1996),80,2.7
975,Midnight in the Garden of Good and Evil (1997),80,3.1625
1142,"Phantom, The (1996)",80,2.575
929,"Man Who Would Be King, The (1975)",80,4.025
158,Better Off Dead... (1985),79,3.569620253164557
1293,"Secret Garden, The (1993)",79,3.5443037974683542
1191,Pump Up the Volume (1990),79,3.4177215189873418
422,Dolores Claiborne (1994),79,3.3417721518987342
305,City Hall (1996),79,3.1392405063291138
946,Marvin's Room (1996),78,3.58974358974359
1310,Shadowlands (1993),78,3.9358974358974357
1214,Reality Bites (1994),77,2.961038961038961
1583,Victor/Victoria (1982),77,3.3376623376623376
358,"Crucible, The (1996)",77,3.3376623376623376
228,Breakdown (1997),77,3.4025974025974026
221,"Brady Bunch Movie, The (1995)",76,2.8026315789473686
423,Don Juan DeMarco (1995),76,3.5526315789473686
302,Circle of Friends (1995),76,3.486842105263158
1637,"Wings of the Dove, The (1997)",75,3.68
1638,Winnie the Pooh and the Blustery Day (1968),75,3.8
1576,Vegas Vacation (1997),75,2.4
1249,Robin Hood: Prince of Thieves (1991),75,3.2266666666666666
1348,Smoke (1995),74,3.6216216216216215
230,Breaking the Waves (1996),74,3.72972972972973
1335,Six Degrees of Separation (1993),74,3.77027027027027
1306,Sgt. Bilko (1996),74,2.5675675675675675
1123,"Parent Trap, The (1961)",73,3.095890410958904
173,"Big Sleep, The (1946)",73,4.027397260273973
240,"Brothers McMullen, The (1995)",73,3.452054794520548
1319,She's the One (1996),73,3.0136986301369864
672,Heavy Metal (1981),73,3.26027397260274
695,Hoodlum (1997),73,2.9315068493150687
1303,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",72,3.5416666666666665
1110,Othello (1995),72,3.611111111111111
1479,"Third Man, The (1949)",72,4.333333333333333
76,Angels and Insects (1995),72,3.4166666666666665
6,"20,000 Leagues Under the Sea (1954)",72,3.5
407,Desperate Measures (1998),72,3.3194444444444446
1606,"Wedding Singer, The (1998)",72,3.486111111111111
1294,"Secret of Roan Inish, The (1994)",71,3.859154929577465
1477,Things to Do in Denver when You're Dead (1995),71,3.1549295774647885
709,How to Make an American Quilt (1995),71,3.3380281690140845
412,Diabolique (1996),71,2.887323943661972
1232,Restoration (1995),71,3.464788732394366
764,Jack (1996),70,3.142857142857143
457,Enchanted April (1991),70,3.9285714285714284
1209,Ran (1985),70,4.1
670,Heavenly Creatures (1994),70,3.6714285714285713
827,Kull the Conqueror (1997),69,2.63768115942029
84,Antonia's Line (1995),69,3.9565217391304346
958,McHale's Navy (1997),69,2.1884057971014492
297,"Christmas Carol, A (1938)",69,4.057971014492754
203,Body Snatchers (1993),69,2.971014492753623
608,Glengarry Glen Ross (1992),69,3.463768115942029
1040,Naked Gun 33 1/3: The Final Insult (1994),69,2.782608695652174
442,Dumb & Dumber (1994),69,3.0
1253,Roman Holiday (1953),68,4.102941176470588
930,"Man Without a Face, The (1993)",68,3.5441176470588234
1171,"Preacher's Wife, The (1996)",68,2.926470588235294
700,Hot Shots! Part Deux (1993),68,2.764705882352941
338,Cool Runnings (1993),68,3.161764705882353
413,Dial M for Murder (1954),68,4.0
234,Bringing Up Baby (1938),68,3.838235294117647
547,Forbidden Planet (1956),67,3.8358208955223883
1645,Wolf (1994),67,2.701492537313433
1419,Striptease (1996),67,2.2388059701492535
1181,Private Benjamin (1980),67,2.955223880597015
25,"Adventures of Robin Hood, The (1938)",67,3.791044776119403
233,"Bridges of Madison County, The (1995)",67,3.1641791044776117
1326,Short Cuts (1993),67,3.7761194029850746
1597,Wallace & Gromit: The Best of Aardman Animation (1996),67,4.447761194029851
1199,"Quiet Man, The (1952)",67,4.029850746268656
70,Anastasia (1997),66,3.4242424242424243
1315,Shallow Grave (1994),66,3.8181818181818183
45,All About Eve (1950),66,4.045454545454546
367,Cyrano de Bergerac (1990),66,3.8181818181818183
628,"Grand Day Out, A (1992)",66,4.106060606060606
986,"Mirror Has Two Faces, The (1996)",66,3.3636363636363638
737,In the Company of Men (1997),66,3.712121212121212
1514,Tommy Boy (1995),66,2.909090909090909
679,Hercules (1997),66,3.515151515151515
1216,Rebecca (1940),66,3.9696969696969697
421,Diva (1981),66,3.727272727272727
774,Jaws 2 (1978),66,2.6666666666666665
400,Delicatessen (1991),65,3.876923076923077
397,Deconstructing Harry (1997),65,3.4
259,Candyman (1992),65,2.723076923076923
1432,Supercop (1992),65,3.5384615384615383
850,"Lawnmower Man, The (1992)",65,2.4461538461538463
811,Kids in the Hall: Brain Candy (1996),65,3.076923076923077
1429,Sunset Blvd. (1950),65,4.2
29,"Age of Innocence, The (1993)",65,3.3846153846153846
387,Dazed and Confused (1993),64,3.46875
1061,Night of the Living Dead (1968),64,3.421875
1484,Three Colors: Blue (1993),64,4.015625
468,Eve's Bayou (1997),64,3.609375
1554,U Turn (1997),64,3.359375
1093,Old Yeller (1957),64,3.484375
1264,Rudy (1993),64,3.3125
776,Jean de Florette (1986),64,4.109375
481,Extreme Measures (1996),64,3.171875
493,"Fan, The (1996)",64,3.09375
1269,Sabrina (1954),64,3.796875
1403,Stealing Beauty (1996),64,3.375
880,Local Hero (1983),63,3.9682539682539684
771,Jane Eyre (1996),63,3.4761904761904763
1592,"Walk in the Clouds, A (1995)",63,3.2857142857142856
1392,Star Trek V: The Final Frontier (1989),63,2.3968253968253967
732,Immortal Beloved (1994),63,3.4603174603174605
86,"Apartment, The (1960)",63,3.9365079365079363
550,Forget Paris (1995),62,3.193548387096774
131,Batman & Robin (1997),62,2.4516129032258065
1030,My Favorite Year (1982),62,3.532258064516129
278,Cat on a Hot Tin Roof (1958),62,3.9516129032258065
694,Homeward Bound: The Incredible Journey (1993),61,3.2131147540983607
555,"Fox and the Hound, The (1981)",61,3.1475409836065573
1476,"Thin Man, The (1934)",60,4.15
1607,Weekend at Bernie's (1989),60,2.6166666666666667
144,Bed of Roses (1996),60,3.2333333333333334
1021,Murder in the First (1995),60,3.6
504,Father of the Bride (1950),60,3.5833333333333335
1486,Three Colors: White (1994),59,3.864406779661017
801,Kalifornia (1993),59,3.2203389830508473
838,Last Action Hero (1993),59,2.7457627118644066
1334,Sirens (1994),59,2.983050847457627
1364,Soul Food (1997),59,3.169491525423729
95,Around the World in 80 Days (1956),59,3.6610169491525424
447,East of Eden (1955),59,3.864406779661017
9,"39 Steps, The (1935)",59,4.0508474576271185
949,Mary Shelley's Frankenstein (1994),59,3.0677966101694913
1355,Some Kind of Wonderful (1987),59,3.6610169491525424
843,"Last Supper, The (1995)",58,3.4482758620689653
1168,"Postman, The (1997)",58,3.2241379310344827
1363,Sophie's Choice (1982),58,3.896551724137931
692,Home for the Holidays (1995),58,3.1551724137931036
1207,Raise the Red Lantern (1991),58,4.155172413793103
1069,Nine Months (1995),58,2.9310344827586206
1222,"Ref, The (1994)",58,3.0344827586206895
940,Manon of the Spring (Manon des sources) (1986),58,4.120689655172414
1219,Red Corner (1997),57,3.3859649122807016
1636,Wings of Desire (1987),57,4.0
115,Bad Boys (1995),57,3.1052631578947367
122,Bananas (1971),57,3.7017543859649122
409,Devil in a Blue Dress (1995),57,3.3859649122807016
384,Daylight (1996),57,2.7719298245614037
